id,user_id,provider,provider_user_id,email,phone,provider_metadata,is_primary,verified_at,created_at,updated_at,created_by,updated_by,deleted_at
8b434c8c-7866-40c0-b41f-cf868e763f22,23adaeda-61a3-464f-b460-80193d1d63da,email_password,admin@platform.com,admin@platform.com,,{},1,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-01-01 00:00:00,,,
55ca3850-c40e-43d4-b8f8-70a595801593,acb3ab6c-dc81-48b6-bb98-725b07bbef57,email_password,admin11@company1.com,admin11@company1.com,,{},1,2024-01-02 00:00:00,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
2a59b718-dabb-435b-8d43-88082e7690db,dd79c1cd-5a5a-4e32-b1c2-5854acd272e8,email_password,admin12@company1.com,admin12@company1.com,,{},1,2024-01-02 00:00:00,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
5e5230db-1bc9-4257-b088-5187de4b696b,f07e882f-1d10-42a1-a5fb-fb8030178b4e,email_password,admin21@company2.com,admin21@company2.com,,{},1,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
6b9997cf-6182-4319-a591-a108240d2c11,1120446b-fa82-45c6-8829-0f1fb8a599f7,email_password,admin22@company2.com,admin22@company2.com,,{},1,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
573669cb-3be7-4909-a44f-b78c0178c648,931101f7-b06f-43fa-baed-4492444ce621,email_password,admin31@company3.com,admin31@company3.com,,{},1,2024-01-04 00:00:00,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
1bd8a395-a1fd-4825-8e87-6a73404260d6,cc149b55-31d1-4474-aa21-4e7804867691,email_password,admin32@company3.com,admin32@company3.com,,{},1,2024-01-04 00:00:00,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
07c27d09-440d-4219-94d3-1f3591891c25,ad64e426-7c81-47a2-877a-e6ac31667580,email_password,admin41@company4.com,admin41@company4.com,,{},1,2024-01-05 00:00:00,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
ea5cce2c-cefc-487a-b9bc-d454b8c3c363,84e88ee8-909f-4692-a2d2-0afed4c91c7f,email_password,admin42@company4.com,admin42@company4.com,,{},1,2024-01-05 00:00:00,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
33dd5f6f-7248-497d-b8d2-d79cf5958cff,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,email_password,admin51@company5.com,admin51@company5.com,,{},1,2024-01-06 00:00:00,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
19bffb10-955d-4a8a-a1db-45a851022638,6c737295-c858-4816-9629-3bb3e264a606,email_password,admin52@company5.com,admin52@company5.com,,{},1,2024-01-06 00:00:00,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
fa9605e5-61a8-41b1-9f28-6af7fe579249,88b53f5b-4753-43ce-bd42-2f42750d71b6,email_password,customer1@testmail.com,customer1@testmail.com,,{},1,2024-01-02 00:00:00,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
5272f0d1-c505-4c97-a0ac-3c37113a26c1,52efba3d-138f-4b14-b601-2b6af84884d7,email_password,customer2@testmail.com,customer2@testmail.com,,{},1,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
4a060440-1242-40e0-9fb3-4e8ecb286492,7d574358-e456-4bc0-bd6e-737a4e660a59,email_password,customer3@testmail.com,customer3@testmail.com,,{},1,2024-01-04 00:00:00,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
bccadcd3-6153-4d1e-8ad1-5187bb7f1ff0,ff932d57-d80e-47b8-8890-1bc4be34f16f,email_password,customer4@testmail.com,customer4@testmail.com,,{},1,2024-01-05 00:00:00,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
2290ed61-f1c8-439e-b1b8-4894be57a872,ebef547f-47ba-4714-9089-09d0de16512d,email_password,customer5@testmail.com,customer5@testmail.com,,{},1,2024-01-06 00:00:00,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
35e60ea1-06a0-4c5b-8318-cdf6f4782b03,4f8c0906-f410-4b29-9485-a5a2d0c48fcc,email_password,customer6@testmail.com,customer6@testmail.com,,{},1,2024-01-07 00:00:00,2024-01-07 00:00:00,2024-01-07 00:00:00,,,
e51547ad-05d6-45c7-a50c-cb0fe377500b,73c14063-593f-4f70-bc89-91226848617a,email_password,customer7@testmail.com,customer7@testmail.com,,{},1,2024-01-08 00:00:00,2024-01-08 00:00:00,2024-01-08 00:00:00,,,
e63f9116-ee7a-45c7-944e-45841adbc067,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,email_password,customer8@testmail.com,customer8@testmail.com,,{},1,2024-01-09 00:00:00,2024-01-09 00:00:00,2024-01-09 00:00:00,,,
2928fec9-d640-4760-b6f6-6916126228c8,f81b5321-6858-4d52-a4ee-660efcf5ec36,email_password,customer9@testmail.com,customer9@testmail.com,,{},1,2024-01-10 00:00:00,2024-01-10 00:00:00,2024-01-10 00:00:00,,,
479cc524-927e-409d-b09b-716f45ca9343,416d945c-161e-4330-9fea-ae2888ca2120,email_password,customer10@testmail.com,customer10@testmail.com,,{},1,2024-01-11 00:00:00,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ceffe5b5-8736-47e5-b203-c45611eb1612,e0fff3da-3342-45cb-9fd4-395ac251b90b,email_password,customer11@testmail.com,customer11@testmail.com,,{},1,2024-01-12 00:00:00,2024-01-12 00:00:00,2024-01-12 00:00:00,,,
48708be1-4e6f-47a9-b754-59bb72c8b89f,2e4ec524-24dd-476e-b734-58cebd653129,email_password,customer12@testmail.com,customer12@testmail.com,,{},1,2024-01-13 00:00:00,2024-01-13 00:00:00,2024-01-13 00:00:00,,,
a72391cc-967f-4057-936b-9ca64d7ca824,792b565d-4d59-4f6c-b8ec-061ac1ea0d5c,email_password,customer13@testmail.com,customer13@testmail.com,,{},1,2024-01-14 00:00:00,2024-01-14 00:00:00,2024-01-14 00:00:00,,,
7688005c-6801-4090-ae4a-2483eac04c4c,7b6069ec-5dad-4166-8a29-6d773bffd2cb,email_password,customer14@testmail.com,customer14@testmail.com,,{},1,2024-01-15 00:00:00,2024-01-15 00:00:00,2024-01-15 00:00:00,,,
a792c300-63ea-4897-9dcd-51ce8b12ea89,d6aae71b-665f-459c-b95c-316749044881,email_password,customer15@testmail.com,customer15@testmail.com,,{},1,2024-01-16 00:00:00,2024-01-16 00:00:00,2024-01-16 00:00:00,,,
909a5c86-08da-447f-9b82-e7fd3350df0e,d8ea589b-93d6-4631-aff6-5770dae08f29,email_password,customer16@testmail.com,customer16@testmail.com,,{},1,2024-01-17 00:00:00,2024-01-17 00:00:00,2024-01-17 00:00:00,,,
6a5f395e-980f-45c2-a5cc-77b190edd3b1,d5f3704a-8387-41d1-a150-eeffc52d5a45,email_password,customer17@testmail.com,customer17@testmail.com,,{},1,2024-01-18 00:00:00,2024-01-18 00:00:00,2024-01-18 00:00:00,,,
9337047c-fc67-47f7-a7a3-41dccfe1de7d,85c52e93-6b90-4941-a3d0-edce1649da44,email_password,customer18@testmail.com,customer18@testmail.com,,{},1,2024-01-19 00:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,,,
b8c1610a-8271-4a82-8ca7-85d4574e2f31,98e36069-876d-46e3-8430-63300e5e3fd8,email_password,customer19@testmail.com,customer19@testmail.com,,{},1,2024-01-20 00:00:00,2024-01-20 00:00:00,2024-01-20 00:00:00,,,
9f17d1d0-db84-43e1-a94f-1c40abcd1519,2312613b-91cc-4f99-95dd-dda6820a8e5a,email_password,customer20@testmail.com,customer20@testmail.com,,{},1,2024-01-21 00:00:00,2024-01-21 00:00:00,2024-01-21 00:00:00,,,
d3cff945-6a82-4360-b88a-71f80552d395,b71410fd-9181-442e-8b58-c4e20056a4e7,email_password,customer21@testmail.com,customer21@testmail.com,,{},1,2024-01-22 00:00:00,2024-01-22 00:00:00,2024-01-22 00:00:00,,,
96443cda-5e86-4354-b19b-5e2b7cb42f11,1dcaab2a-d207-4cac-9a0f-392124a90fb9,email_password,customer22@testmail.com,customer22@testmail.com,,{},1,2024-01-23 00:00:00,2024-01-23 00:00:00,2024-01-23 00:00:00,,,
42827cf8-374b-4c6d-ade9-8f5edafe234c,bc6bd127-3308-476a-80ed-112502e08028,email_password,customer23@testmail.com,customer23@testmail.com,,{},1,2024-01-24 00:00:00,2024-01-24 00:00:00,2024-01-24 00:00:00,,,
76d76b36-29c7-41e4-93e1-5e14c131d102,38c3b73d-5884-4005-9e41-0acc635fefe1,email_password,customer24@testmail.com,customer24@testmail.com,,{},1,2024-01-25 00:00:00,2024-01-25 00:00:00,2024-01-25 00:00:00,,,
190e6c57-3549-406f-a02e-9c48a1acce2b,85611826-d88a-4abf-8a9f-807d603e3342,email_password,customer25@testmail.com,customer25@testmail.com,,{},1,2024-01-26 00:00:00,2024-01-26 00:00:00,2024-01-26 00:00:00,,,
c49039bf-f32b-4c0a-92c9-6e280559f2d5,c062bd5e-32fa-49b5-9c96-20c00f7c0099,email_password,customer26@testmail.com,customer26@testmail.com,,{},1,2024-01-27 00:00:00,2024-01-27 00:00:00,2024-01-27 00:00:00,,,
987ed5a1-0ab7-476f-ac17-1022ff0e28c3,551b8471-c83b-43bc-a31e-1138813257e1,email_password,customer27@testmail.com,customer27@testmail.com,,{},1,2024-01-28 00:00:00,2024-01-28 00:00:00,2024-01-28 00:00:00,,,
eb026ee2-538a-4ed2-902c-e2c9a168190a,5550badf-faab-4cff-9298-d12201b7e2f1,email_password,customer28@testmail.com,customer28@testmail.com,,{},1,2024-01-29 00:00:00,2024-01-29 00:00:00,2024-01-29 00:00:00,,,
b39711fd-65e0-4692-81a2-88f8f5b1722d,8603fcc5-9585-4977-9eb7-11aefeddd7f8,email_password,customer29@testmail.com,customer29@testmail.com,,{},1,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,,,
eaa72e42-eee2-412a-9bd5-7d7b869539e9,c1c66332-ddd1-45a8-b977-3e5659f67301,email_password,customer30@testmail.com,customer30@testmail.com,,{},1,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-01-31 00:00:00,,,
318362c4-253b-40f7-b995-9aa0397d8432,79a08445-53a5-4b3b-87ea-eadce504af71,email_password,customer31@testmail.com,customer31@testmail.com,,{},1,2024-02-01 00:00:00,2024-02-01 00:00:00,2024-02-01 00:00:00,,,
1e838d9b-3f66-4cbe-ad5d-98fb757ac462,e28da5bd-b8e1-4b86-9961-176a81349070,email_password,customer32@testmail.com,customer32@testmail.com,,{},1,2024-02-02 00:00:00,2024-02-02 00:00:00,2024-02-02 00:00:00,,,
4849c2ad-47b6-4620-80c0-67c9e14b26c4,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,email_password,customer33@testmail.com,customer33@testmail.com,,{},1,2024-02-03 00:00:00,2024-02-03 00:00:00,2024-02-03 00:00:00,,,
c42e33d3-0ade-42f5-9baf-db119ea14546,a8cab4a1-9b6b-410f-9bb1-be8655fd0e90,email_password,customer34@testmail.com,customer34@testmail.com,,{},1,2024-02-04 00:00:00,2024-02-04 00:00:00,2024-02-04 00:00:00,,,
10a4bdca-cdb4-4207-9208-ca8d0d7bf38a,f0af63da-b9a1-4cad-ab3a-cd733e31c40b,email_password,customer35@testmail.com,customer35@testmail.com,,{},1,2024-02-05 00:00:00,2024-02-05 00:00:00,2024-02-05 00:00:00,,,
2aa171ad-e23e-4bb6-bce9-ffa79af4923a,81a62d89-cefb-4134-8651-4e6cb91875f2,email_password,customer36@testmail.com,customer36@testmail.com,,{},1,2024-02-06 00:00:00,2024-02-06 00:00:00,2024-02-06 00:00:00,,,
b082bf22-eaaf-4052-8c92-0f7da5c8bb3a,275eb69c-8a74-4e48-b65f-c9cb96079958,email_password,customer37@testmail.com,customer37@testmail.com,,{},1,2024-02-07 00:00:00,2024-02-07 00:00:00,2024-02-07 00:00:00,,,
375521ea-0e2d-413e-a888-e563b92a8a58,6ef9785c-5af9-478a-98ec-a58ef9b6125c,email_password,customer38@testmail.com,customer38@testmail.com,,{},1,2024-02-08 00:00:00,2024-02-08 00:00:00,2024-02-08 00:00:00,,,
9e628e15-b741-4114-9296-e4f451957ebc,9b0c4597-fd6f-43a0-9ea6-c06b5fd716b7,email_password,customer39@testmail.com,customer39@testmail.com,,{},1,2024-02-09 00:00:00,2024-02-09 00:00:00,2024-02-09 00:00:00,,,
054b5283-5bc6-473e-ac26-f6d678297447,27d56a5c-fb1a-492f-9d4a-8d294aa77209,email_password,customer40@testmail.com,customer40@testmail.com,,{},1,2024-02-10 00:00:00,2024-02-10 00:00:00,2024-02-10 00:00:00,,,
7ceff902-c930-410b-8a0a-5760868aff17,3a25ace4-27dc-4619-81e8-0ba15086b640,email_password,customer41@testmail.com,customer41@testmail.com,,{},1,2024-02-11 00:00:00,2024-02-11 00:00:00,2024-02-11 00:00:00,,,
b9a49b7d-0c9b-40f4-8be1-943e0ac9e35c,b20dc445-8a42-4694-a7e0-c7df549138cc,email_password,customer42@testmail.com,customer42@testmail.com,,{},1,2024-02-12 00:00:00,2024-02-12 00:00:00,2024-02-12 00:00:00,,,
34f57801-97ff-450e-a481-42a75adc6e84,124b8f6b-50bf-4b34-ae21-77650e54e7f4,email_password,customer43@testmail.com,customer43@testmail.com,,{},1,2024-02-13 00:00:00,2024-02-13 00:00:00,2024-02-13 00:00:00,,,
2421968d-7321-42a3-a21a-d0e468f9d137,d77da917-ae22-454f-92b4-02df880eeace,email_password,customer44@testmail.com,customer44@testmail.com,,{},1,2024-02-14 00:00:00,2024-02-14 00:00:00,2024-02-14 00:00:00,,,
bc463dc9-558b-40e6-82b3-71ef68875299,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,email_password,customer45@testmail.com,customer45@testmail.com,,{},1,2024-02-15 00:00:00,2024-02-15 00:00:00,2024-02-15 00:00:00,,,
90639e5d-395b-4490-bb16-82cc23d0e3e5,0daa0cab-5d9e-4dd3-bcd0-512490ea5fa8,email_password,customer46@testmail.com,customer46@testmail.com,,{},1,2024-02-16 00:00:00,2024-02-16 00:00:00,2024-02-16 00:00:00,,,
cc919a8f-c4f0-4666-867e-07e28ea3de34,235316ca-fcdd-4bd5-950f-d33a1f6c303c,email_password,customer47@testmail.com,customer47@testmail.com,,{},1,2024-02-17 00:00:00,2024-02-17 00:00:00,2024-02-17 00:00:00,,,
8d8573f0-0432-4564-b5b5-4e14835e426d,7eaadfbb-542e-4d51-9a89-0c83b6938040,email_password,customer48@testmail.com,customer48@testmail.com,,{},1,2024-02-18 00:00:00,2024-02-18 00:00:00,2024-02-18 00:00:00,,,
9fe6ea11-8a1a-4a57-9a30-f2ba333dfd19,d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,email_password,customer49@testmail.com,customer49@testmail.com,,{},1,2024-02-19 00:00:00,2024-02-19 00:00:00,2024-02-19 00:00:00,,,
013f526c-8d5a-47e6-b15a-efa3ca11a2a1,1479df99-4ca4-4073-8292-9eee9298a5f6,email_password,customer50@testmail.com,customer50@testmail.com,,{},1,2024-02-20 00:00:00,2024-02-20 00:00:00,2024-02-20 00:00:00,,,
